,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,DESCRICAO,DESCRICAO HISTORICO,CODIGO CENSUP,CODIGO EMEC,CODIGO SISTEC,CODIGO EDUCACENSO,ANO LETIVO,PERIODO LETIVO,DATA INICIO,DATA FIM,ATIVO,POSSUI ALUNO CURSANDO,CODIGO,NATUREZA PARTICIPACAO,MODALIDADE,AREA,EIXO,AREA CAPES,PERIODICIDADE,EXIGE ENADE,EXIGE COLACAO GRAU,EMITE DIPLAMA,AREA CONCENTRACAO,PROGRAMA,DIRETORIA,COORDENADOR,NUMERO PORTARIA COORDENADOR,TITULO CERTIFICADO MASCULINO,TITULO CERTIFICADO FEMININO,INCONSISTENCIAS
2584,PACOTE OFFICE,PACOTE OFFICE,-,-,-,-,2024,2,09/09/2024,-,Sim,Não,TUP022,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/TUP (CEX),Bruno Borges (2426976),-,PACOTE OFFICE,PACOTE OFFICE,
2585,COMANDO ELÉTRICO BÁSICO,COMANDO ELÉTRICO BÁSICO,-,-,-,-,2024,2,11/09/2024,-,Sim,Não,TUP023,Presencial,FIC,-,Produção Industrial,-,3,Não,Não,Sim,-,-,DRG/TUP (CEX),Bruno Borges (2426976),-,COMANDO ELÉTRICO BÁSICO,COMANDO ELÉTRICO BÁSICO,
2586,Segurança da Informação - Presencial,Segurança da Informação - Presencial,-,-,-,-,2024,2,15/09/2024,-,Sim,Não,RCL017,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Francisco Cesar de Oliveira (1809288),-,Segurança da Informação - Presencial,Segurança da Informação - Presencial,
2587,Segurança da Informação - EAD,Segurança da Informação - EAD,-,-,-,-,2024,2,15/09/2024,-,Sim,Não,RCL018,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Francisco Cesar de Oliveira (1809288),-,Segurança da Informação - EAD,Segurança da Informação - EAD,
2588,Português para falantes de outras Línguas,Português para falantes de outras Línguas,-,-,-,-,2024,2,16/09/2024,-,Sim,Não,RCL019,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Marcelo Camacho de Souza (1812018),-,Português para falantes de outras Línguas,Português para falantes de outras Línguas,
2589,Auxiliar Administrativo,Auxiliar Administrativo,-,-,-,-,2024,2,17/09/2024,-,Sim,Não,CJO080,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CJO (CEX),Ana Claudia Luciano da Silva (1181312),-,Auxiliar Administrativo,Auxiliar Administrativo,
2590,Introdução à Robótica para alunos do Ensino Médio,Introdução à Robótica para alunos do Ensino Médio,-,-,-,-,2024,2,18/09/2024,-,Sim,Sim,BTV032,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BTV (CEX),Felipe Ferreira de Lara (2161727),-,Introdução à Robótica para alunos do Ensino Médio,Introdução à Robótica para alunos do Ensino Médio,
2591,Educação em Direitos Humanos,Educação em Direitos Humanos,-,-,-,-,2024,2,15/10/2024,-,Sim,Não,RCL020,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Francisco Cesar de Oliveira (1809288),-,Educação em Direitos Humanos,Educação em Direitos Humanos,
2593,Introdução a programação para WEB,Introdução a programação para WEB,-,-,-,-,2024,2,20/09/2024,-,Sim,Não,PEP029,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Introdução a programação para WEB,Introdução a programação para WEB,
2594,Cuidadora de idosos,Cuidadora de idosos,-,-,-,-,2024,1,17/04/2024,-,Sim,Não,SPO056,Presencial,FIC,-,Ambientes e Saúde,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Caio Cabral da Silva (2146617),-,Cuidadora de idosos,Cuidadora de idosos,
2595,AutoCAD - Módulo Básico,AutoCAD - Módulo Básico,-,-,-,-,2024,2,04/09/2024,-,Sim,Não,SJP113,Presencial,FIC,-,Produção Industrial,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,AutoCAD - Módulo Básico,AutoCAD - Módulo Básico,
2596,Libras básico,Libras básico,-,-,-,-,2024,2,16/09/2024,-,Sim,Não,CMP015,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CMP (CEX),Rosane Beltrao da Cunha Carvalho (2275699),-,Libras básico,Libras básico,
2597,Inclusão Digital para a terceira Idade,Inclusão Digital para a terceira Idade,-,-,-,-,2024,2,18/09/2024,-,Sim,Não,PEP030,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Inclusão Digital para a terceira Idade,Inclusão Digital para a terceira Idade,
2598,Lógica de programação com Arduino e Scratch,Lógica de programação com Arduino e Scratch,-,-,-,-,2024,2,18/09/2024,-,Sim,Não,SJP114,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Lógica de programação com Arduino e Scratch,Lógica de programação com Arduino e Scratch,
2599,Preparatório para o Enem e Exames Vestibulares,Preparatório para o Enem e Exames Vestibulares,-,-,-,-,2024,2,09/09/2024,-,Sim,Não,CJO081,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CJO (CEX),Ana Claudia Luciano da Silva (1181312),-,Preparatório para o Enem e Exames Vestibulares,Preparatório para o Enem e Exames Vestibulares,
2600,Vestibulinho do IFSP,Vestibulinho do IFSP,-,-,-,-,2024,2,09/09/2024,-,Sim,Não,CJO082,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CJO (CEX),Ana Claudia Luciano da Silva (1181312),-,Vestibulinho do IFSP,Vestibulinho do IFSP,
2601,Espanhol Básico II - EaD,Espanhol Básico II - EaD,-,-,-,-,2024,2,18/09/2024,-,Sim,Não,BTV033,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BTV (CEX),Felipe Ferreira de Lara (2161727),-,Espanhol Básico II - EaD,Espanhol Básico II - EaD,
2602,Agente de Educação Ambiental,Agente de Educação Ambiental,-,-,-,-,2024,2,18/09/2024,-,Sim,Não,MRC005,EaD,FIC,-,Ambiente e Saúde,-,3,Não,Não,Sim,-,-,DRG/MRC (CEX),Luiz Felipe Borges Martins (1872340),-,Agente de Educação Ambiental,Agente de Educação Ambiental,
2603,Gestão Pública do Turismo,Gestão Pública do Turismo,-,-,-,-,2024,2,26/09/2024,-,Sim,Não,CTD066,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Gestão Pública do Turismo,Gestão Pública do Turismo,
2604,"Concepção, Elaboração e Produção de Projetos Culturais","Concepção, Elaboração e Produção de Projetos Culturais",-,-,-,-,2024,2,16/09/2024,-,Sim,Não,SRT096,EaD,FIC,-,Produção Cultural e Design,-,3,Não,Não,Sim,-,-,DRG/SRT (CEX),Livia Maria Lovato (1815713),-,"Concepção, Elaboração e Produção de Projetos Culturais","Concepção, Elaboração e Produção de Projetos Culturais",
2605,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 2,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 2,-,-,-,-,2024,2,20/09/2024,-,Sim,Não,RCL022,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Marcelo Camacho de Souza (1812018),-,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 2,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 2,
2606,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 1,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 1,-,-,-,-,2024,2,20/09/2024,-,Sim,Não,RCL023,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Marcelo Camacho de Souza (1812018),-,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 1,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 1,
2607,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 3,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 3,-,-,-,-,2024,2,20/09/2024,-,Sim,Não,RCL024,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Marcelo Camacho de Souza (1812018),-,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 3,e-TEC Idiomas sem Fronteiras - Inglês – Caderno 3,
2608,Matemática lúdica e problematizadora para crianças.,Matemática lúdica e problematizadora para crianças.,-,-,-,-,2024,2,01/10/2024,-,Sim,Não,SZN036,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SZN (CEX),Raimundo Nonato Pereira da Silva (1176145),-,Matemática lúdica e problematizadora para crianças,Matemática lúdica e problematizadora para crianças,
2609,Alfabetização e letramento de surdos,Alfabetização e letramento de surdos,-,-,-,-,2024,2,09/08/2024,-,Sim,Não,CPV096,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),Gustavo Baptistella Leite da Silva (2105688),-,Alfabetização e letramento de surdos,Alfabetização e letramento de surdos,
2610,Produção Textual,Produção Textual,-,-,-,-,2024,2,13/09/2024,-,Sim,Sim,SJP115,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Produção Textual,Produção Textual,
2611,Bioconstrução,Bioconstrução,-,-,-,-,2024,2,13/08/2024,-,Sim,Não,AVR095,Presencial,FIC,-,Recursos Naturais,-,3,Não,Não,Sim,-,-,DRG/AVR (CEX),Elaine Aparecida Campideli Hoyos (2168045),-,Bioconstrução,Bioconstrução,
2612,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,-,-,-,-,2024,2,26/08/2024,-,Sim,Não,AVR096,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/AVR (CEX),Elaine Aparecida Campideli Hoyos (2168045),-,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,
2613,Redação,Redação,-,-,-,-,2024,2,27/09/2024,-,Sim,Não,CMP016,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/CMP (CEX),Rosane Beltrao da Cunha Carvalho (2275699),-,Redação,Redação,
2615,Inglês com Música,Inglês com Música,-,-,-,-,2024,2,01/10/2024,-,Sim,Não,CBT012,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/CBT (CEX),Gisela de Barros Alves Moura (1673031),-,Inglês com Música,Inglês com Música,
2616,Confeitaria Básica,Confeitaria Básica,-,-,-,-,2024,2,17/10/2024,-,Sim,Não,SPO057,Presencial,FIC,-,Produção Alimentícia,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Caio Cabral da Silva (2146617),-,Confeitaria Básica,Confeitaria Básica,
2617,Agente de Educação Ambiental,Agente de Educação Ambiental,-,-,-,-,2024,2,07/10/2024,-,Sim,Não,SRQ046,Presencial,FIC,-,Ambientes e Saúde,-,3,Não,Não,Sim,-,-,DRG/SRQ (CEX),Ana Carolina Macena Francini (2274078),-,Agente de Educação Ambiental,Agente de Educação Ambiental,
2618,e-TEC Português como Língua Adicional – Módulo Básico 1,e-TEC Português como Língua Adicional – Módulo Básico 1,-,-,-,-,2024,2,25/09/2024,-,Sim,Não,RCL025,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Marcelo Camacho de Souza (1812018),-,e-TEC Português como Língua Adicional – Módulo Básico 1,e-TEC Português como Língua Adicional – Módulo Básico 1,
2619,Planilha de Cálculo Nível Básico,Planilha de Cálculo Nível Básico,-,-,-,-,2024,1,08/10/2024,-,Sim,Não,BRU016,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Planilha de Cálculo Nível Básico,Planilha de Cálculo Nível Básico,
2620,O Ensino de Libras: Inclusão e Educação,O Ensino de Libras: Inclusão e Educação,-,-,-,-,2024,2,03/09/2024,-,Sim,Não,VTP031,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/VTP (CEX),Carlos Eduardo Maia de Oliveira (1921504),-,O Ensino de Libras: Inclusão e Educação,O Ensino de Libras: Inclusão e Educação,
2621,Assistente em Administração - EAD,Assistente em Administração - EAD,-,-,-,-,2024,2,16/10/2024,-,Sim,Não,BTV034,EaD,FIC,-,Gestão e Negócios,-,3,Não,Não,Sim,-,-,DRG/BTV (CEX),Felipe Ferreira de Lara (2161727),-,Assistente em Administração - EAD,Assistente em Administração - EAD,
2622,Metrologia e Análise Dimensional,Metrologia e Análise Dimensional,-,-,-,-,2024,2,22/10/2024,-,Sim,Não,ARQ034,Presencial,FIC,-,Produção Industrial,-,3,Não,Não,Sim,-,-,DRG/ARQ (CEX),Keller Batista de Souza (2336735),-,Metrologia e Análise Dimensional,Metrologia e Análise Dimensional,
2623,"Chocolates, Confeitaria e Panificação","Chocolates, Confeitaria e Panificação",-,-,-,-,2024,2,28/10/2024,-,Sim,Sim,CTD067,Presencial,FIC,-,Produção Alimentícia,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,"Chocolates, Confeitaria e Panificação","Chocolates, Confeitaria e Panificação",
2624,Jogos e Brincadeiras na Educação Infantil,Jogos e Brincadeiras na Educação Infantil,-,-,-,-,2024,2,17/10/2024,-,Sim,Não,BRA029,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRA (CEX),Joao Junior Marques de Lima (1897879),-,Jogos e Brincadeiras na Educação Infantil,Jogos e Brincadeiras na Educação Infantil,
2625,Técnicas de Inteligência Artificial e Aprendizado de Máquina,Técnicas de Inteligência Artificial e Aprendizado de Máquina,-,-,-,-,2024,2,14/10/2024,-,Sim,Não,CPV097,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),Gustavo Baptistella Leite da Silva (2105688),-,Técnicas de Inteligência Artificial e Aprendizado de Máquina,Técnicas de Inteligência Artificial e Aprendizado de Máquina,
2627,Auxiliar de Serviços Diversos,Auxiliar de Serviços Diversos,-,-,-,-,2024,2,24/09/2024,-,Sim,Sim,SJC014,Presencial,FIC,-,Infraestrutura,-,3,Não,Não,Sim,-,-,DRG/SJC (CEX),Fernando Henrique Gomes de Souza (1047546),-,Auxiliar de Serviços Diversos,Auxiliar de Serviços Diversos,
2628,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,-,-,-,-,2024,1,10/06/2024,-,Sim,Não,SJC015,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJC (CEX),Mirella Caetano de Souza (1768950),-,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,
2629,Agente de Desenvolvimento Cooperativista Solidário,Agente de Desenvolvimento Cooperativista Solidário,-,-,-,-,2024,1,10/06/2024,-,Sim,Não,SJC016,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJC (CEX),Mirella Caetano de Souza (1768950),-,Agente de Desenvolvimento Cooperativista Solidário,Agente de Desenvolvimento Cooperativista Solidário,
2630,Cuidadora de Idosos,Cuidadora de Idosos,-,-,-,-,2024,2,12/08/2024,-,Sim,Não,GRU063,Presencial,FIC,-,Ambiente e Saúde,-,3,Não,Não,Sim,-,-,DRG/GRU (CEX),Joao Alves Pacheco (2274487),-,Cuidadora de Idosos,Cuidadora de Idosos,
2631,Auxiliar de Serviços Diversos,Auxiliar de Serviços Diversos,-,-,-,-,2024,2,24/09/2024,-,Sim,Não,CBT013,Presencial,FIC,-,Infraestrutura,-,3,Não,Não,Sim,-,-,DRG/CBT (CEX),Gisela de Barros Alves Moura (1673031),-,Auxiliar de Serviços Diversos,Auxiliar de Serviços Diversos,
2632,Operadora de Computador,Operadora de Computador,-,-,-,-,2024,2,05/08/2024,-,Sim,Sim,SBV027,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SBV (CEX),Priscila Cabreira de Freitas (2142093),-,Operadora de Computador,Operadora de Computador,
2641,Manicure e Pedicure,Manicure e Pedicure,-,-,-,-,2024,2,20/08/2024,-,Sim,Não,CTD068,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Manicure e Pedicure,Manicure e Pedicure,
2643,Matemática para concursos públicos,Matemática para concursos públicos,-,-,-,-,2024,2,25/11/2024,-,Sim,Não,MTO022,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/MTO (CEX),Elisangela Aparecida dos Santos (1964624),-,Matemática para concursos públicos,Matemática para concursos públicos,
2644,Assistente administrativo,Assistente administrativo,-,-,-,-,2024,2,17/04/2024,-,Sim,Não,SPO058,Presencial,FIC,-,Gestão e Negócios,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Caio Cabral da Silva (2146617),-,Assistente administrativo,Assistente administrativo,
2647,Gestão de finanças pessoais,Gestão de finanças pessoais,-,-,-,-,2024,2,03/12/2024,-,Sim,Não,MTO023,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/MTO (CEX),Elisangela Aparecida dos Santos (1964624),-,Gestão de finanças pessoais,Gestão de finanças pessoais,
2654,Pacote Office,Pacote Office,-,-,-,-,2024,1,21/02/2024,-,Sim,Não,ITQ060,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/ITQ (CEX),Gabriela Peters Goncalves Levy (2314531),-,Pacote Office,Pacote Office,
2661,Introdução à Programação com Scratch,Introdução à Programação com Scratch,-,-,-,-,2024,2,04/08/2024,-,Sim,Não,RGT021,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Não,-,-,DRG/RGT (CEX),Ernani Jose Fortunato Lisboa Enke (2753773),-,Introdução à Programação com Scratch,Introdução à Programação com Scratch,
2776,Aperfeiçoamento em Gestão Democrática,Aperfeiçoamento em Gestão Democrática,-,-,-,-,2024,2,23/08/2024,-,Sim,Sim,SZN037,EaD,FIC,Educação,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SZN (CEX),Raimundo Nonato Pereira da Silva (1176145),-,Aperfeiçoamento em Gestão Democrática,Aperfeiçoamento em Gestão Democrática,
2637,Fundamentos de Nuvem da Academia AWS (ACF),Fundamentos de Nuvem da Academia AWS (ACF),-,-,-,-,2025,1,17/02/2025,-,Sim,Sim,SLT038,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SLT (CEX),Ed Alencar Dias da Silva (1643606),-,Fundamentos de Nuvem da Academia AWS (ACF),Fundamentos de Nuvem da Academia AWS (ACF),
2664,Português do Brasil para Imigrantes,Português do Brasil para Imigrantes,-,-,-,-,2025,1,17/03/2025,-,Sim,Sim,SPO059,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Flavio Biasutti Valadares (2314636),-,Português do Brasil para Imigrantes,Português do Brasil para Imigrantes,
2706,METODOLOGIAS ATIVAS E AS FERRAMENTAS DIGITAIS NO ENSINO REMOTO E HÍBRIDO,METODOLOGIAS ATIVAS E AS FERRAMENTAS DIGITAIS NO ENSINO REMOTO E HÍBRIDO,-,-,-,-,2025,1,31/03/2025,-,Sim,Sim,MRC007,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/MRC (CEX),Luiz Felipe Borges Martins (1872340),-,METODOLOGIAS ATIVAS E AS FERRAMENTAS DIGITAIS NO ENSINO REMOTO E HÍBRIDO,METODOLOGIAS ATIVAS E AS FERRAMENTAS DIGITAIS NO ENSINO REMOTO E HÍBRIDO,
2743,Boas Práticas na Manipulação de Alimentos,Boas Práticas na Manipulação de Alimentos,-,-,-,-,2025,1,31/03/2025,-,Sim,Sim,MRC010,EaD,FIC,-,Ambiente e Saúde,-,3,Não,Não,Sim,-,-,DRG/MRC (CEX),Luiz Felipe Borges Martins (1872340),-,Boas Práticas na Manipulação de Alimentos,Boas Práticas na Manipulação de Alimentos,
2744,Como se organizar para estudar? Orientações e estratégias,Como se organizar para estudar? Orientações e estratégias,-,-,-,-,2025,1,31/03/2025,-,Sim,Sim,MRC011,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/MRC (CEX),Luiz Felipe Borges Martins (1872340),-,Como se organizar para estudar? Orientações e estratégias,Como se organizar para estudar? Orientações e estratégias,
2754,Introdução à Inteligência Artificial para tomada de decisões,Introdução à Inteligência Artificial para tomada de decisões,-,-,-,-,2025,1,26/03/2025,-,Sim,Sim,CPV098,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),Gustavo Baptistella Leite da Silva (2105688),-,Introdução à Inteligência Artificial para tomada de decisões,Introdução à Inteligência Artificial para tomada de decisões,
